23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
23.4,23.3,23.3,33.5,33.5,10.0,10.0,10.0,10.0,40.0
