0.0,0.0,17.0,32.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,17.0,32.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,17.0,0.0,29.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,17.0,0.0,29.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,0.0,34.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,0.0,34.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,0.0,37.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,0.0,40.0,37.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,17.0,40.0,37.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,17.0,40.0,37.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,34.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,34.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
17.0,54.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
17.0,54.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
49.5,49.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
49.5,49.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
55.5,55.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
55.5,55.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
56.5,56.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
56.5,56.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
55.5,55.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
55.5,55.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
47.0,47.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
47.0,47.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
45.5,45.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
45.5,45.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
42.5,42.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
67.0,18.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
17.0,62.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
62.0,17.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
18.0,67.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
42.5,42.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
45.5,45.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
45.5,45.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
51.0,51.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
51.0,51.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
54.0,54.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
54.0,54.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
51.0,51.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
51.0,51.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
42.5,42.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
42.5,42.5,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,57.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,57.0,0.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,28.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
0.0,0.0,28.0,40.0,40.0,25.0,25.0,0.0,0.0,40.0, 
