"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0.110594014649193,0.118140928800494,0.116289013257973,0.081451197176233,0.118438044059317,0.127567850135999,0.121569503983892,0.0916608883800506,0.0624476263344079,0.0736655708303771,0.0753706588963527,0.0695824024121971,0.0564210034710876,0.0594144037118531,0.0944563264865089,0.0841654683415446,0.0936243019993202,0.128251555118193,0.0706754087075767,0.079785790385376,0.103042771645516,0.0985137944974748,0.0621184075880359,0.0867375941460275
0.0685868905956115,0.065525404977158,0.0664969387738333,0.0536668468702782,0.0861102189210828,0.0540476590760546,0.0458651163895834,0.0782108660438898,0.0648325561120533,0.0583521933123021,0.103678900032667,0.0954545970125672,0.117082649516586,0.0911495089121801,0.0874453678377471,0.0824343621809456,0.0765262274541862,0.0486439088021767,0.0516366949147561,0.0476760163492185,0.038282233265224,0.0497887673065106,0.063123168830509,0.0931201095150013
0.135314577970232,0.110789821186293,0.0885508004116764,0.105168384797806,0.110728780704621,0.0973721874759415,0.0816975682180818,0.078804004900006,0.103950310444866,0.0948816307082901,0.0785152979925131,0.086712088517266,0.0639706723663322,0.0829148424632261,0.0847521591218772,0.0937689562571542,0.0671542551713416,0.0872036298473342,0.0948050830206362,0.0999233296570636,0.115489116679972,0.10136545760343,0.129910180198807,0.109484915944091
0.0679960642503086,0.0642095391324518,0.0695090250149232,0.0774424742981215,0.0438885966588774,0.0685435081686339,0.0355621128465064,0.0563741723618684,0.0955617318682116,0.0760804732941917,0.0882932682266709,0.0737351498764157,0.0759973560697929,0.0527419099546565,0.0584537105331697,0.0388641752291414,0.0487540508001345,0.0507218111966642,0.0525843978637336,0.0403201948913669,0.0650350107585849,0.0744274109760486,0.0824087400102101,0.0439192657083405
0.0547120465440265,0.0544450509923628,0.0831632776627681,0.0926984363088657,0.0663893596390235,0.0983068034619901,0.0857477876781552,0.0801917019590118,0.0802156844563529,0.0685628014102589,0.065338061987592,0.0617253745502642,0.127821322030466,0.100191539974952,0.0899502072461597,0.0958090892785967,0.104592155423075,0.0792689147285528,0.116807064386961,0.0763276660841028,0.0682688700542557,0.0874640050393168,0.0398640934938674,0.0724439417125613
0.0744080730067937,0.0843479310983908,0.0883059669714998,0.112174353108052,0.106016306408083,0.0577121621332686,0.0933111946088741,0.0803890935184921,0.108534140270502,0.0993364273110604,0.0714029395036011,0.105630362778857,0.133258837330347,0.104855923449219,0.0812994387011153,0.115350711752054,0.118004322547779,0.0818629233730508,0.0922949955603569,0.0502595369490619,0.0956581218691245,0.0855130310861315,0.0501993849373027,0.0791690627910221
0.0561340186462854,0.0803735228071181,0.0823590725168939,0.0970212988187486,0.0506902971650036,0.0576435717741066,0.0697489114359602,0.0801422837081679,0.0579943923607637,0.0773990175767357,0.0712257920761383,0.0704795505878323,0.0684723421533669,0.0689583603287003,0.0351069769622622,0.0657392833262178,0.074659549070509,0.0935331405108863,0.0692504871912139,0.0492629999666399,0.0583584791461247,0.0489057757704898,0.0558352936705268,0.0380221728870384
0.108947229816913,0.0850134194393666,0.101502292503674,0.109754490309556,0.107702421756531,0.0896625995151394,0.129049804985177,0.131897485493829,0.104838198613369,0.092476931407955,0.127637891633704,0.111411353160252,0.0763955270941384,0.119307072313119,0.0933294059727081,0.0906950167082605,0.121074077619531,0.107327653756865,0.134379366676408,0.150766060111357,0.0801764310744376,0.106257587236718,0.133180487658655,0.169394669979922
0.0936669099189402,0.0861932303846903,0.0796200167926628,0.0743800369994419,0.0862609125281662,0.117392998322927,0.087577522849315,0.0830394649171873,0.0909667623215325,0.0999148419365929,0.0773119128797152,0.0868651321599663,0.0646848222231546,0.0874399255534863,0.112373547575664,0.102854589688489,0.0748316499897528,0.063156667323437,0.0751801048302212,0.102989015465599,0.0967329570081257,0.0892211209027191,0.119188084535764,0.0907424069808436
0.117096956767137,0.116498492827412,0.0965025984359772,0.0877596205418428,0.125464628218429,0.0897208389629706,0.148902707188912,0.105777288964212,0.126354805997881,0.125174651876549,0.0917786763618565,0.101161803455129,0.0902182937995025,0.0703408320133157,0.0808099786865131,0.103708891888516,0.0776967542177548,0.108953052944368,0.117005226903892,0.149538495822038,0.155012640081386,0.125381487768168,0.0864540786707852,0.0987059993344537
0.0427998295710868,0.0464876790914605,0.0613804603572021,0.0539208810713648,0.0491283182207993,0.0656226281647503,0.0460115702568074,0.0459136211582743,0.0411599384852264,0.0638049930776786,0.0852932665598011,0.0875172167387916,0.0629779239715598,0.070222626434595,0.0751233838043624,0.0560979048069213,0.0684981019127661,0.066176395225924,0.0633873317424296,0.0656779525329699,0.0404938732816861,0.0566623097244659,0.0713089269588569,0.0451253838339711
0.0697433882634719,0.0879749792628014,0.0663205373009163,0.0545619796996894,0.0491821157200666,0.0764071928082188,0.0549561995587343,0.0875991285950112,0.0631438527348338,0.0703504672580084,0.0641533338493888,0.0497249687504616,0.0626992499736665,0.0924630548906969,0.106899497071912,0.0705115505421589,0.0745845537938491,0.0849003471725474,0.0619938382018151,0.0874729417852056,0.0834494951355627,0.0764992520885267,0.10640915344668,0.0731344771667276
