"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0.00593091578882109,0.00719885164681649,0.00896814719139833,0.00646048940597213,0.00557200141052477,0.00804919607454195,0.00573179102303679,0.00768383565138004,0.0142480470532776,0.00985366059228085,0.0122738321378132,0.0157520364493608,0.0147370608037678,0.0151571840278135,0.0149395892998278,0.0114376353115748,0.00993757764520263,0.0123693453973066,0.00244733649809435,0.00886479763553488,0.00854398224020441,0.00671732333442074,0.00608929682548034,0.00425685060088821
0.00769026860968534,0.00706066736365786,0.00734387874817762,0.00598521433085846,0.00506801105358075,0.00596988386863613,0.00677040763082806,0.00817589874577675,0.011176837980705,0.00860386304901357,0.0148635508745129,0.0137842191393754,0.0147701359399832,0.0171540989135028,0.0150292089299326,0.00553216097108483,0.00873936395541694,0.0130167624372558,0.00274939096614935,0.00242016458837329,0.00745962272561257,0.00692514561234455,0.00449379308536308,0.00709752474703162
0.00316177429677207,0.00426263565098238,0.00703338152564247,0.00490314781014101,0.00587702029393629,0.00475338547259782,0.00801718428215977,0.00545477413784074,0.0116744844946391,0.0189823032510406,0.0200104023723734,0.0217836190103427,0.0177359781445923,0.0154489186380143,0.0160937560688511,0.00605460775056939,0.00351198756317312,0.00521144539740749,0.00750314317078292,0.00261176091271093,0.00627513422765754,0.00476469903695652,0.00389336334356263,0.00308296940373769
0.00615011971614004,0.0110468789793676,0.0089329667003136,0.00830021096482532,0.0147717241991121,0.0102786707741107,0.011251503889866,0.00943804846967226,0.0149275506722364,0.0131469750071673,0.0132482209857263,0.0164585738505736,0.0176033420135707,0.0208634960184022,0.021229431752668,0.0151524980033304,0.0130618363900276,0.0223364920019014,0.0131706447536911,0.00839242753073215,0.00482807022264438,0.00100534682484837,0.0100655241099209,0.00935317717627207
0.0074630803114206,0.0105168893431981,0.00892347472346986,0.00972106313844869,0.0090704266018944,0.00636724133333888,0.00463399444056358,0.00591524306674725,0.00759148579635594,0.0109226999233539,0.011476681377872,0.012214209121839,0.0139422466501416,0.0158674230682658,0.0152912768570607,0.0140924024482615,0.0151001204248199,0.00918955858471126,0.0102690415591716,0.0131650913791668,0.010718793380763,0.00413740432323436,0.00782252933405302,0.00602296524426901
0.00926676623044316,0.0115518611976817,0.0112725471500676,0.00914442432581094,0.00959667085029325,0.00870472514889109,0.00587479624597702,0.00677401931782963,0.0102213454629587,0.0134183859496946,0.00931836507069641,0.00984690215233768,0.0118331190732219,0.0143953204108452,0.0152533995655175,0.00975635172680897,0.0130653787905517,0.00700187696577974,0.00794720570012998,0.0179282451058347,0.0138983976030618,0.00575265171401282,0.00914184060751545,0.010015157371723
0.0094400630619806,0.00841625171112651,0.0109153903489443,0.00831022918758172,0.0113970880457261,0.0123168014197897,0.00931397448286088,0.00815535104023809,0.0090849955686054,0.00998316917196888,0.013550441191807,0.00924551077226431,0.00807630249595813,0.00953760641325045,0.00865363280618705,0.0070966717652887,0.0123066485662611,0.0147656801190199,0.0109434665857867,0.0062617420346316,0.000608794615955739,0.0044597705608323,0.00706553971266676,0.00674702732728962
0.0120618026560137,0.0135245975738603,0.0158779107322123,0.0147638060088014,0.0134741110346915,0.0182137810352247,0.0110676402230507,0.0133847168740031,0.0104074108508955,0.0113499012717815,0.00982838083657678,0.00967183199037115,0.00967227649423271,0.0100887450946816,0.0113625689706452,0.0132694776493147,0.0155460907778384,0.0107445872661585,0.00492205207166596,0.0199079042894322,0.0134516754367972,0.0180604214327359,0.0122122407212153,0.00950509246007414
0.00724551029029028,0.00697914600006782,0.00560119066808174,0.00321706967667655,0.00484236676574738,0.00629075798071405,0.00751738828876482,0.00536955269441239,0.00398127066601282,0.0143959005828295,0.0129454327180736,0.00804663634604462,0.00732504495114696,0.00811262630089734,0.00830453584564054,0.00804898968053409,0.00878675622899936,0.0153238992664637,0.00614279002450134,0.00159584708282913,0.00402017773948847,0.00407880531727776,0.00399303194665056,0.00571154312954175
0.0123505791402231,0.0138154576859306,0.0143645803170887,0.0139277894812539,0.0178268371397039,0.0137539165730797,0.0138468401142358,0.0135212417630147,0.0220111274804274,0.0254323399840807,0.0170614671006507,0.0108577816299849,0.00767571345187395,0.0108871652414281,0.0120198231901396,0.0136230307600209,0.0123186658619458,0.0104078874446799,0.014469590073403,0.00763557868429011,0.0101117690050525,0.00709485815182463,0.0133715145117063,0.0143830709101882
